Setting,Scene,Image,Object,RANSAC Iterations,ICP Iterations,RANSAC: Fitness,ICP: Fitness,RANSAC: Inlier RMSE,ICP: Inlier RMSE,RANSAC: Transformation,ICP: Transformation
single_object,92,1,49,25,30,0.43995497169337033,0.45803186954906117,0.0025155814123016926,0.0024214555956432694,"[[ 0.32398769  0.92061784  0.21793296  0.07098034]
 [ 0.93089799 -0.35129912  0.10008924  0.01247102]
 [ 0.1687036   0.17044567 -0.97081789 -0.40459338]
 [ 0.          0.          0.          1.        ]]","[[ 0.31136615  0.87459477  0.37166532  0.07089078]
 [ 0.94226883 -0.33485434 -0.0014227   0.01061581]
 [ 0.12320946  0.35065162 -0.9283657  -0.39933457]
 [ 0.          0.          0.          1.        ]]"
single_object,92,2,49,25,30,0.4477584209490918,0.41521126144833764,0.002430725031405974,0.0024738769398739077,"[[ 0.36810111  0.83453883  0.40993476  0.07036099]
 [ 0.91466427 -0.40421137  0.00156402  0.00548963]
 [ 0.16700552  0.37437696 -0.91211351 -0.39786066]
 [ 0.          0.          0.          1.        ]]","[[ 0.45168516  0.82547091  0.33849416  0.06882738]
 [ 0.88125959 -0.47197247 -0.02497041  0.01157269]
 [ 0.13914758  0.30957999 -0.94063711 -0.4033583 ]
 [ 0.          0.          0.          1.        ]]"
single_object,92,3,49,7,16,0.3212092067586177,0.4617477977660714,0.0027777790983935153,0.002388943737139358,"[[ 0.36553487  0.91912953  0.14691891  0.07467535]
 [ 0.88978544 -0.39138571  0.23473196  0.00424835]
 [ 0.27325104  0.04492359 -0.9608932  -0.40286748]
 [ 0.          0.          0.          1.        ]]","[[ 0.40508334  0.83984124  0.36135049  0.07149942]
 [ 0.88858718 -0.45468288  0.06063247  0.00268332]
 [ 0.21522153  0.29653021 -0.93045662 -0.40081813]
 [ 0.          0.          0.          1.        ]]"
single_object,92,4,49,20,30,0.39100308203458,0.4105772803777132,0.002474191352566014,0.002383534715048335,"[[ 0.41769319  0.85504503  0.3072953   0.0755301 ]
 [ 0.85782151 -0.48258524  0.1767873   0.00224606]
 [ 0.29945728  0.18976166 -0.93504858 -0.40307139]
 [ 0.          0.          0.          1.        ]]","[[ 0.6363492   0.59828603  0.48694303  0.06595643]
 [ 0.68654907 -0.72707314 -0.00387571  0.0039362 ]
 [ 0.35172441  0.33677659 -0.87342514 -0.40337937]
 [ 0.          0.          0.          1.        ]]"
single_object,92,5,49,37,30,0.4017027694594417,0.4504251459048285,0.00274895581441899,0.002369949112730546,"[[ 0.40158999  0.86162157  0.3103768   0.07033646]
 [ 0.88779483 -0.44946013  0.09902489  0.00755139]
 [ 0.22482398  0.23578351 -0.94544186 -0.40515166]
 [ 0.          0.          0.          1.        ]]","[[ 4.01438298e-01  7.99381247e-01  4.47031224e-01  7.17919018e-02]
 [ 8.94477566e-01 -4.47097103e-01 -3.75032437e-03  8.20694972e-04]
 [ 1.96868426e-01  4.01364925e-01 -8.94510492e-01 -3.99380187e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
single_object,92,6,49,34,30,0.36126472709786006,0.436151609871254,0.0025553080550351002,0.0023182118986721824,"[[ 5.96867915e-01  7.73634972e-01  2.12691378e-01  6.81762865e-02]
 [ 7.26636549e-01 -6.33619171e-01  2.65567453e-01 -2.93019201e-04]
 [ 3.40217604e-01 -3.95936314e-03 -9.40338400e-01 -4.08319133e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]","[[ 0.43263347  0.77448068  0.46152784  0.07272091]
 [ 0.86430275 -0.50194574  0.03211285 -0.00540359]
 [ 0.25653272  0.38500669 -0.88654431 -0.39777065]
 [ 0.          0.          0.          1.        ]]"
single_object,92,7,49,17,30,0.2785306782661916,0.37478414828739426,0.002550931806250405,0.0027016048830759633,"[[ 0.45232471  0.3433759   0.82310105  0.06959772]
 [ 0.87128916  0.02690932 -0.49003172  0.00417258]
 [-0.19041417  0.93881248 -0.28700795 -0.379159  ]
 [ 0.          0.          0.          1.        ]]","[[ 0.35199441  0.67634308  0.64703939  0.06568688]
 [ 0.93155126 -0.3204712  -0.17178608  0.00680172]
 [ 0.09117116  0.6632181  -0.74285232 -0.39892896]
 [ 0.          0.          0.          1.        ]]"
single_object,92,8,49,26,30,0.41142975802749787,0.4421189534197469,0.0027686805530155118,0.0023309485459943147,"[[ 4.30249969e-01  7.81954434e-01  4.51034618e-01  6.76748700e-02]
 [ 8.55519000e-01 -5.12645775e-01  7.26742727e-02 -6.02399589e-04]
 [ 2.88048961e-01  3.54600582e-01 -8.89542705e-01 -4.01561255e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]","[[ 0.46190403  0.75120117  0.47153098  0.07256024]
 [ 0.82745512 -0.55638858  0.07582725 -0.00744865]
 [ 0.31931597  0.35514582 -0.87858338 -0.39903811]
 [ 0.          0.          0.          1.        ]]"
single_object,92,9,49,18,30,0.260628647620713,0.42428249797809786,0.0028184660627166365,0.0024931595753821703,"[[-0.05125519  0.76255931  0.64488465  0.05812375]
 [ 0.72200778  0.4744261  -0.5036116   0.0162992 ]
 [-0.68998382  0.43979903 -0.57489055 -0.4196681 ]
 [ 0.          0.          0.          1.        ]]","[[-0.35269551  0.57076008  0.74151117  0.06332044]
 [ 0.27251828  0.82073683 -0.50212035  0.01627133]
 [-0.89517577  0.02497976 -0.44501275 -0.4119882 ]
 [ 0.          0.          0.          1.        ]]"
single_object,92,10,49,24,30,0.2807274475944829,0.3618549039323264,0.002622021855497284,0.002308677963098939,"[[ 0.45994078  0.65799434  0.59623647  0.07787053]
 [ 0.8499157  -0.52064706 -0.08105522  0.01429737]
 [ 0.25709489  0.54403133 -0.79870653 -0.39146338]
 [ 0.          0.          0.          1.        ]]","[[ 0.70395968  0.66811478  0.24096351  0.0827333 ]
 [ 0.70945398 -0.67743074 -0.19432611  0.00840626]
 [ 0.03340394  0.30775026 -0.95088062 -0.3953064 ]
 [ 0.          0.          0.          1.        ]]"
